"ko_id","symbol","name"
"K00735"," B3GAT1"," galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135]"
"K10158"," B3GAT3"," galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]"
"K13168"," CLASRP, SFRS16"," CLK4-associating serine/arginine rich protein"
"K00053"," ilvC"," ketol-acid reductoisomerase [EC:1.1.1.86]"
"K13366"," MPAO, PAO1"," polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-]"
"K14515"," EBF1_2"," EIN3-binding F-box protein"
"K00012"," UGDH, ugd"," UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"K01966"," PCCB, pccB"," propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]"
"K09480"," DGD"," digalactosyldiacylglycerol synthase [EC:2.4.1.241]"
"K05970"," SIAE"," sialate O-acetylesterase [EC:3.1.1.53]"
"K07426"," CYP4B1"," cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]"
"K07428"," CYP4X"," cytochrome P450 family 4 subfamily X [EC:1.14.14.1]"
"K10717"," CYP735A"," cytokinin trans-hydroxylase"
"K15638"," CYP72C1, SOB7"," cytochrome P450 family 72 subfamily C1"
"K17873"," CYP72A"," 11-oxo-beta-amyrin 30-oxidase [EC:1.14.14.115]"
"K20660"," CYP709"," cytochrome P450 family 709"
"K15732"," CTDP1, FCP1"," RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]"
"K14557"," UTP6"," U3 small nucleolar RNA-associated protein 6"
"K14558"," PWP2, UTP1"," periodic tryptophan protein 2"
"K00554"," trmD"," tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]"
"K02860"," rimM"," 16S rRNA processing protein RimM"
"K15436"," TRPO3, MTR10"," transportin-3"
"K15275"," SLC35B1"," solute carrier family 35 (UDP-galactose transporter), member B1"
"K10667"," RNF8"," E3 ubiquitin-protein ligase RNF8 [EC:2.3.2.27]"
"K12460"," KIDINS220, ARMS"," ankyrin repeat-rich membrane spanning protein"
"K01810"," GPI, pgi"," glucose-6-phosphate isomerase [EC:5.3.1.9]"
"K06942"," ychF"," ribosome-binding ATPase"
"K03992"," MASP1"," mannan-binding lectin serine protease 1 [EC:3.4.21.-]"
"K19904"," SYT4"," synaptotagmin-4"
"K20674"," MODSP"," modular serine protease [EC:3.4.21.-]"
"K00106"," XDH"," xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]"
"K05761"," VIL1"," villin 1"
"K17757"," CARKD"," ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]"
"K08916"," LHCB5"," light-harvesting complex II chlorophyll a/b binding protein 5"
"K01802"," E5.2.1.8"," peptidylprolyl isomerase [EC:5.2.1.8]"
"K03772"," fkpA"," FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]"
"K06063"," SNW1, SKIIP, SKIP"," SNW domain-containing protein 1"
"K18808"," TLR13"," toll-like receptor 13"
"K09592"," EGLN, HPH"," hypoxia-inducible factor prolyl hydroxylase [EC:1.14.11.29]"
"K01770"," ispF"," 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]"
"K01079"," serB, PSPH"," phosphoserine phosphatase [EC:3.1.3.3]"
"K17907"," ATG9"," autophagy-related protein 9"
"K12823"," DDX5, DBP2"," ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"
"K08576"," CAPN7"," calpain-7 [EC:3.4.22.-]"
"K15877"," CYP55"," fungal nitric oxide reductase [EC:1.7.1.14]"
"K21294"," GLIC, ACLC, ROQR"," gliotoxin/aspirochlorine/mycotoxins biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]"
"K01893"," NARS, asnS"," asparaginyl-tRNA synthetase [EC:6.1.1.22]"
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"K12322"," GUCY2F"," guanylate cyclase 2F [EC:4.6.1.2]"
"K13240"," NOS1"," nitric-oxide synthase, brain [EC:1.14.13.39]"
"K13241"," NOS2"," nitric-oxide synthase, inducible [EC:1.14.13.39]"
"K00274"," MAO, aofH"," monoamine oxidase [EC:1.4.3.4]"
"K12815"," DHX38, PRP16"," pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13]"
"K00387"," SUOX"," sulfite oxidase [EC:1.8.3.1]"
"K09490"," HSPA5, BIP"," endoplasmic reticulum chaperone BiP [EC:3.6.4.10]"
"K10260"," FBXW7, SEL10"," F-box and WD-40 domain protein 7"
"K01404"," GP63"," leishmanolysin [EC:3.4.24.36]"
"K13539"," LMLN"," leishmanolysin-like peptidase [EC:3.4.24.-]"
"K01754"," E4.3.1.19, ilvA, tdcB"," threonine dehydratase [EC:4.3.1.19]"
"K20299"," VPS53"," vacuolar protein sorting-associated protein 53"
"K03023"," RPC3, POLR3C"," DNA-directed RNA polymerase III subunit RPC3"
"K00948"," PRPS, prsA"," ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"K06543"," KLRB, CD161"," killer cell lectin-like receptor subfamily B"
"K06560"," MRC, CD206, CD280"," mannose receptor, C type"
"K15256"," cmoA"," tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]"
"K17808"," ZIM17, DNLZ, Tim15"," mitochondrial protein import protein ZIM17"
"K15272"," SLC35A1_2_3"," solute carrier family 35 (UDP-sugar transporter), member A1/2/3"
"K11975"," RNF144"," E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.31]"
"K00729"," ALG5"," dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]"
"K01792"," E5.1.3.15"," glucose-6-phosphate 1-epimerase [EC:5.1.3.15]"
"K13576"," SLC38A3, SNAT3"," solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 3"
"K14997"," SLC38A11"," solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11"
"K05391"," CNGC"," cyclic nucleotide gated channel, plant"
"K12391"," AP1G1"," AP-1 complex subunit gamma-1"
"K21989"," TMEM63, CSC1"," calcium permeable stress-gated cation channel"
"K09250"," CNBP"," cellular nucleic acid-binding protein"
"K01180"," E3.2.1.6"," endo-1,3(4)-beta-glucanase [EC:3.2.1.6]"
"K01872"," AARS, alaS"," alanyl-tRNA synthetase [EC:6.1.1.7]"
"K05700"," VCL"," vinculin"
"K21737"," ACET6, DES6"," acyl-lipid Delta6-acetylenase / acyl-lipid (9-3)-desaturase [EC:1.14.19.38 1.14.19.47]"
"K00052"," leuB, IMDH"," 3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"K17411"," MRPS33"," small subunit ribosomal protein S33"
"K08764"," SCP2, SCPX"," sterol carrier protein 2 [EC:2.3.1.176]"
"K01859"," E5.5.1.6"," chalcone isomerase [EC:5.5.1.6]"
"K17637"," EXOC2, SEC5"," exocyst complex component 2"
"K10297"," FBXO11"," F-box protein 11"
"K20032"," ZDHHC13_17, HIP14"," palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]"
"K03363"," CDC20"," cell division cycle 20, cofactor of APC complex"
"K09500"," CCT8"," T-complex protein 1 subunit theta"
"K15429"," TRM5, TRMT5"," tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]"
"K09494"," CCT2"," T-complex protein 1 subunit beta"
"K03294"," TC.APA"," basic amino acid/polyamine antiporter, APA family"
"K03671"," trxA"," thioredoxin 1"
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
"K04498"," EP300, CREBBP, KAT3"," E1A/CREB-binding protein [EC:2.3.1.48]"
"K20716"," MAPKKK17_18"," mitogen-activated protein kinase kinase kinase 17/18"
"K00001"," E1.1.1.1, adh"," alcohol dehydrogenase [EC:1.1.1.1]"
"K12397"," AP3B"," AP-3 complex subunit beta"
"K10635"," RNF111"," E3 ubiquitin-protein ligase Arkadia [EC:2.3.2.27]"
"K14771"," NOC4, UTP19"," U3 small nucleolar RNA-associated protein 19"
"K03165"," TOP3"," DNA topoisomerase III [EC:5.6.2.1]"
"K05302"," SETD6"," N-lysine methyltransferase SETD6 [EC:2.1.1.-]"
"K19199"," SETD3"," protein-histidine N-methyltransferase [EC:2.1.1.85]"
"K06694"," PSMD10"," 26S proteasome non-ATPase regulatory subunit 10"
"K03144"," TFIIH4, GTF2H4, TFB2"," transcription initiation factor TFIIH subunit 4"
"K03403"," chlH, bchH"," magnesium chelatase subunit H [EC:6.6.1.1]"
"K10807"," RRM1"," ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]"
"K00899"," mtnK"," 5-methylthioribose kinase [EC:2.7.1.100]"
"K08963"," mtnA"," methylthioribose-1-phosphate isomerase [EC:5.3.1.23]"
"K04459"," DUSP, MKP"," dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]"
"K14165"," K14165"," atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]"
"K17614"," DUSP3, VHR"," dual specificity phosphatase 3 [EC:3.1.3.16 3.1.3.48]"
"K01104"," E3.1.3.48"," protein-tyrosine phosphatase [EC:3.1.3.48]"
"K01101"," E3.1.3.41"," 4-nitrophenyl phosphatase [EC:3.1.3.41]"
"K02685"," PRI2"," DNA primase large subunit"
"K06617"," E2.4.1.82"," raffinose synthase [EC:2.4.1.82]"
"K01265"," map"," methionyl aminopeptidase [EC:3.4.11.18]"
"K14777"," DDX47, RRP3"," ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13]"
"K16732"," PRC1, ASE1, MAP65"," Ase1/PRC1/MAP65 family protein"
"K10582"," UBE2Q"," ubiquitin-conjugating enzyme E2 Q [EC:2.3.2.23]"
"K07952"," ARFRP1"," ADP-ribosylation factor related protein 1"
"K10592"," HUWE1, MULE, ARF-BP1"," E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]"
"K14772"," UTP20"," U3 small nucleolar RNA-associated protein 20"
"K17964"," LRPPRC"," leucine-rich PPR motif-containing protein, mitochondrial"
"K22370"," AREL1"," apoptosis-resistant E3 ubiquitin protein ligase 1 [EC:2.3.2.26]"
"K02930"," RP-L4e, RPL4"," large subunit ribosomal protein L4e"
"K00951"," relA"," GTP pyrophosphokinase [EC:2.7.6.5]"
"K10808"," RRM2"," ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]"
"K00021"," HMGCR"," hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"
"K10597"," UBE4B, UFD2"," ubiquitin conjugation factor E4 B [EC:2.3.2.27]"
"K10596"," UBE4A"," ubiquitin conjugation factor E4 A [EC:2.3.2.27]"
"K00648"," fabH"," 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"K22132"," tcdA"," tRNA threonylcarbamoyladenosine dehydratase"
"K05850"," ATP2B"," P-type Ca2+ transporter type 2B [EC:7.2.2.10]"
"K00102"," LDHD, dld"," D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"
"K13368"," HSD17B2"," 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239]"
"K14455"," GOT2"," aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
"K08334"," BECN, VPS30, ATG6"," beclin"
"K15025"," EIF1AD"," probable RNA-binding protein EIF1AD"
"K10899"," RECQL"," ATP-dependent DNA helicase Q1 [EC:5.6.2.4]"
"K02016"," ABC.FEV.S"," iron complex transport system substrate-binding protein"
"K06067"," HDAC1_2"," histone deacetylase 1/2 [EC:3.5.1.98]"
"K20195"," MON1"," vacuolar fusion protein MON1"
"K14006"," SEC23"," protein transport protein SEC23"
"K05857"," PLCD"," phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
"K19006"," PLCH"," phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]"
"K09493"," CCT1, TCP1"," T-complex protein 1 subunit alpha"
"K12879"," THOC2"," THO complex subunit 2"
"K12393"," AP1M"," AP-1 complex subunit mu"
"K03113"," EIF1, SUI1"," translation initiation factor 1"
"K03126"," TAF12"," transcription initiation factor TFIID subunit 12"
"K08994"," yneE, BEST"," ion channel-forming bestrophin family protein"
"K01412"," PMPCA, MAS2"," mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]"
"K00928"," lysC"," aspartate kinase [EC:2.7.2.4]"
"K00033"," PGD, gnd, gntZ"," 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"K11594"," DDX3X, bel"," ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]"
"K13110"," MFAP1"," microfibrillar-associated protein 1"
"K15855"," csxA"," exo-1,4-beta-D-glucosaminidase [EC:3.2.1.165]"
"K18577"," EBM"," mannosylglycoprotein endo-beta-mannosidase [EC:3.2.1.152]"
"K21195"," phnY"," 2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]"
"K21196"," phnZ"," 2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]"
"K06995"," K06995"," uncharacterized protein"
"K13207"," CUGBP, BRUNOL, CELF"," CUG-BP- and ETR3-like factor"
"K13702"," ABHD10"," abhydrolase domain-containing protein 10 [EC:3.1.1.93]"
"K00433"," cpo"," non-heme chloroperoxidase [EC:1.11.1.10]"
"K18561"," FRD"," FAD-dependent fumarate reductase [EC:1.3.8.-]"
"K11649"," SMARCC"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C"
"K09935"," ybiA"," N-glycosidase YbiA [EC:3.2.2.-]"
"K06889"," K06889"," uncharacterized protein"
"K06950"," K06950"," uncharacterized protein"
"K03066"," PSMC5, RPT6"," 26S proteasome regulatory subunit T6"
"K02175"," BRN"," beta-1,3-galactosyltransferase / beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.62 2.4.1.-]"
"K03877"," B3GALT5"," beta-1,3-galactosyltransferase 5 [EC:2.4.1.-]"
"K12418"," DES4, des1"," acyl-lipid (7-3)-desaturase (Delta-4 desaturase) [EC:1.14.19.31]"
"K17267"," COPG"," coatomer subunit gamma"
"K21011"," pelF"," polysaccharide biosynthesis protein PelF"
"K21012"," pelG"," polysaccharide biosynthesis protein PelG"
"K00231"," PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]"
"K12175"," GPS1, COPS1, CSN1"," COP9 signalosome complex subunit 1"
"K01210"," E3.2.1.58"," glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
"K01062"," PLA2G7, PAFAH"," platelet-activating factor acetylhydrolase [EC:3.1.1.47]"
"K14400"," PCF11"," pre-mRNA cleavage complex 2 protein Pcf11"
"K03040"," rpoA"," DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]"
"K02986"," RP-S4, rpsD"," small subunit ribosomal protein S4"
"K10812"," GlcAT-S"," beta-1,3-glucuronyltransferase S [EC:2.4.1.135 2.4.1.-]"
"K03762"," proP"," MFS transporter, MHS family, proline/betaine transporter"
"K01348"," PLAU"," urokinase plasminogen activator [EC:3.4.21.73]"
"K14837"," NOP12"," nucleolar protein 12"
"K02221"," yggT"," YggT family protein"
"K01911"," menE"," o-succinylbenzoate---CoA ligase [EC:6.2.1.26]"
"K10300"," FBXO18"," F-box protein, helicase, 18 [EC:5.6.2.4]"
"K02492"," hemA"," glutamyl-tRNA reductase [EC:1.2.1.70]"
"K02291"," crtB"," 15-cis-phytoene synthase [EC:2.5.1.32]"
"K13181"," DDX27, DRS1"," ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]"
"K00736"," MGAT2"," alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]"
"K08867"," WNK, PRKWNK"," WNK lysine deficient protein kinase [EC:2.7.11.1]"
"K16308"," CIT"," citron Rho-interacting kinase [EC:2.7.11.1]"
"K01626"," E2.5.1.54, aroF, aroG, aroH"," 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"K15032"," MTERFD"," mTERF domain-containing protein, mitochondrial"
"K01889"," FARSA, pheS"," phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]"
"K14289"," XPO5"," exportin-5"
"K12627"," LSM8"," U6 snRNA-associated Sm-like protein LSm8"
"K03833"," selB, EEFSEC"," selenocysteine-specific elongation factor"
"K03327"," TC.MATE, SLC47A, norM, mdtK, dinF"," multidrug resistance protein, MATE family"
"K02148"," ATPeV1C, ATP6C"," V-type H+-transporting ATPase subunit C"
"K20676"," SPHEROIDE"," spheroide [EC:3.4.21.-]"
"K07561"," DPH1, dph2"," 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]"
"K18660"," ACSF3"," malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]"
"K03782"," katG"," catalase-peroxidase [EC:1.11.1.21]"
"K01361"," E3.4.21.96"," lactocepin [EC:3.4.21.96]"
"K14647"," vpr"," minor extracellular serine protease Vpr [EC:3.4.21.-]"
"K13278"," ASPG"," 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]"
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"K10742"," DNA2"," DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-]"
"K14565"," NOP58"," nucleolar protein 58"
"K08775"," BRCA2, FANCD1"," breast cancer 2 susceptibility protein"
"K13094"," RBM5_10"," RNA-binding protein 5/10"
"K09504"," DNAJA3"," DnaJ homolog subfamily A member 3"
"K11324"," DMAP1, SWC4, EAF2"," DNA methyltransferase 1-associated protein 1"
"K03781"," katE, CAT, catB, srpA"," catalase [EC:1.11.1.6]"
"K15631"," ABA3"," molybdenum cofactor sulfurtransferase [EC:2.8.1.9]"
"K00836"," ectB, dat"," diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]"
"K06720"," ectC"," L-ectoine synthase [EC:4.2.1.108]"
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase [EC:1.8.1.4]"
"K04487"," iscS, NFS1"," cysteine desulfurase [EC:2.8.1.7]"
"K01173"," ENDOG"," endonuclease G, mitochondrial"
"K05293"," PIGU"," GPI-anchor transamidase subunit U"
"K06185"," ABCF2"," ATP-binding cassette, subfamily F, member 2"
"K02866"," RP-L10e, RPL10"," large subunit ribosomal protein L10e"
"K09497"," CCT5"," T-complex protein 1 subunit epsilon"
"K01836"," PGM3"," phosphoacetylglucosamine mutase [EC:5.4.2.3]"
"K13099"," CD2BP2, PPP1R59"," CD2 antigen cytoplasmic tail-binding protein 2"
"K04508"," TBL1"," transducin (beta)-like 1"
"K18809"," TL"," protein toll"
"K20310"," TRAPPC13"," trafficking protein particle complex subunit 13"
"K03932"," lpqC"," polyhydroxybutyrate depolymerase"
"K10395"," KIF4"," kinesin family member 4"
"K18914"," FDXR"," adrenodoxin-NADP+ reductase [EC:1.18.1.6]"
"K00864"," glpK, GK"," glycerol kinase [EC:2.7.1.30]"
"K08592"," SENP1"," sentrin-specific protease 1 [EC:3.4.22.68]"
"K10866"," RAD50"," DNA repair protein RAD50 [EC:3.6.-.-]"
"K03033"," PSMD3, RPN3"," 26S proteasome regulatory subunit N3"
"K06670"," SCC1, MCD1, RAD21"," cohesin complex subunit SCC1"
"K14844"," PUF6"," pumilio homology domain family member 6"
"K01673"," cynT, can"," carbonic anhydrase [EC:4.2.1.1]"
"K07298"," STK11, LKB1"," serine/threonine-protein kinase 11 [EC:2.7.11.1]"
"K09498"," CCT6"," T-complex protein 1 subunit zeta"
"K00099"," dxr"," 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"K17299"," POTE"," POTE ankyrin domain family protein"
"K01809"," manA, MPI"," mannose-6-phosphate isomerase [EC:5.3.1.8]"
"K03660"," OGG1"," N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]"
"K08193"," SLC17A"," MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other"
"K11348"," BRPF1"," bromodomain and PHD finger-containing protein 1"
"K18081"," MTMR1_2"," myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95]"
"K20315"," ARHGAP21_23"," Rho GTPase-activating protein 21/23"
"K08819"," CDK12_13"," cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]"
"K05208"," GRIN1"," glutamate receptor ionotropic, NMDA 1"
"K19363"," LITAF"," lipopolysaccharide-induced tumor necrosis factor-alpha factor"
"K02937"," RP-L7e, RPL7"," large subunit ribosomal protein L7e"
"K11430"," EZH2"," [histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356]"
"K05542"," DUS1"," tRNA-dihydrouridine synthase 1 [EC:1.3.1.88]"
"K05516"," cbpA"," curved DNA-binding protein"
"K03321"," TC.SULP"," sulfate permease, SulP family"
"K02350"," REV3L, POLZ"," DNA polymerase zeta [EC:2.7.7.7]"
"K13985"," NAPEPLD"," N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"
"K01437"," ASPA, aspA"," aspartoacylase [EC:3.5.1.15]"
"K14327"," UPF2, RENT2"," regulator of nonsense transcripts 2"
"K19706"," FAH"," dihydroceramide fatty acyl 2-hydroxylase [EC:1.14.18.7]"
"K20967"," MOCS1"," GTP 3',8-cyclase / cyclic pyranopterin monophosphate synthase [EC:4.1.99.22 4.6.1.17]"
"K10740"," RPA3"," replication factor A3"
"K09667"," OGT"," protein O-GlcNAc transferase [EC:2.4.1.255]"
"K00500"," phhA, PAH"," phenylalanine-4-hydroxylase [EC:1.14.16.1]"
"K11136"," RTEL1"," regulator of telomere elongation helicase 1 [EC:5.6.2.3]"
"K15362"," BRIP1, BACH1, FANCJ"," fanconi anemia group J protein [EC:5.6.2.3]"
"K17361"," ACOT9"," acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]"
"K12483"," EHD1"," EH domain-containing protein 1"
"K00773"," tgt"," queuine tRNA-ribosyltransferase [EC:2.4.2.29]"
"K07766"," E3.6.1.52"," diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]"
"K03434"," PIGL"," N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]"
"K15322"," TSEN2"," tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]"
"K02132"," ATPeF1A, ATP5A1, ATP1"," F-type H+-transporting ATPase subunit alpha"
"K12183"," TSG101, STP22, VPS23"," ESCRT-I complex subunit TSG101"
"K12307"," MSFD8, CLN7"," MFS transporter, ceroid-lipofuscinosis neuronal protein 7"
"K01276"," DPP7"," dipeptidyl-peptidase II [EC:3.4.14.2]"
"K01285"," PRCP"," lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]"
"K02906"," RP-L3, MRPL3, rplC"," large subunit ribosomal protein L3"
"K02926"," RP-L4, MRPL4, rplD"," large subunit ribosomal protein L4"
"K09422"," MYBP"," transcription factor MYB, plant"
"K03006"," RPB1, POLR2A"," DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]"
"K20521"," BBC1, MTI1"," myosin tail region-interacting protein MTI1"
"K20755"," E3.4.21.121"," Lys-Lys/Arg-Xaa endopeptidase [EC:3.4.21.121]"
"K14572"," MDN1, REA1"," midasin"
"K20069"," NECAP1_2"," adaptin ear-binding coat-associated protein 1/2"
"K02274"," coxA, ctaD"," cytochrome c oxidase subunit I [EC:7.1.1.9]"
"K02275"," coxB, ctaC"," cytochrome c oxidase subunit II [EC:7.1.1.9]"
"K16743"," ASPM, ASP"," abnormal spindle-like microcephaly-associated protein"
"K21480"," HO, pbsA1, hmuO"," heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]"
"K10143"," RFWD2, COP1"," E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]"
"K13347"," PXMP2, PMP22"," peroxisomal membrane protein 2"
"K13348"," MPV17"," protein Mpv17"
"K10967"," KTR1_3"," alpha 1,2-mannosyltransferase [EC:2.4.1.-]"
"K01515"," nudF"," ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]"
"K10426"," DCTN4"," dynactin 4"
"K01190"," lacZ"," beta-galactosidase [EC:3.2.1.23]"
"K01197"," hya"," hyaluronoglucosaminidase [EC:3.2.1.35]"
"K20367"," ERGIC3, ERV46"," endoplasmic reticulum-Golgi intermediate compartment protein 3"
"K01637"," E4.1.3.1, aceA"," isocitrate lyase [EC:4.1.3.1]"
"K01867"," WARS, trpS"," tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
"K01082"," cysQ, MET22, BPNT1"," 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
"K03019"," RPC11, POLR3K"," DNA-directed RNA polymerase III subunit RPC11"
"K00545"," COMT"," catechol O-methyltransferase [EC:2.1.1.6]"
"K07238"," TC.ZIP, zupT, ZRT3, ZIP2"," zinc transporter, ZIP family"
"K11206"," NIT1, ybeM"," deaminated glutathione amidase [EC:3.5.1.128]"
"K14838"," NOP15"," nucleolar protein 15"
"K17609"," NXN"," nucleoredoxin [EC:1.8.1.8]"
