"orfs","ko_iteration","ko_id","V1"
"NODE_10312_length_2377_cov_43.330295_g4594_i0.p5","ko:_1","K01593",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p2","ko:_1","K03654",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p2","ko:_2","K10456",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p2","ko:_3","K10730",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p2","ko:_4","K10899",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p2","ko:_5","K10901",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p3","ko:_1","K08849",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p9","ko:_1","K03654",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p9","ko:_2","K10456",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p9","ko:_3","K10730",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p9","ko:_4","K10899",NA
"NODE_10315_length_2377_cov_20.444010_g223_i6.p9","ko:_5","K10901",NA
"NODE_10319_length_2376_cov_243.547112_g4189_i2.p1","ko:_1","K12878",NA
"NODE_1031_length_4713_cov_156.748491_g386_i1.p9","ko:_1","K12833",NA
"NODE_10321_length_2376_cov_98.231437_g4598_i0.p1","ko:_1","K08857",NA
"NODE_10322_length_2376_cov_90.941381_g4190_i1.p2","ko:_1","K10395",NA
"NODE_10322_length_2376_cov_90.941381_g4190_i1.p2","ko:_2","K11778",NA
"NODE_10326_length_2376_cov_50.049066_g3721_i2.p1","ko:_1","K08853",NA
"NODE_1032_length_4712_cov_33.956025_g355_i1.p1","ko:_1","K00706",NA
"NODE_1032_length_4712_cov_33.956025_g355_i1.p1","ko:_2","K11000",NA
"NODE_1032_length_4712_cov_33.956025_g355_i1.p3","ko:_1","K00706",NA
"NODE_1032_length_4712_cov_33.956025_g355_i1.p3","ko:_2","K11000",NA
"NODE_10331_length_2375_cov_82.635969_g4602_i0.p1","ko:_1","K01267",NA
"NODE_10331_length_2375_cov_82.635969_g4602_i0.p2","ko:_1","K01267",NA
"NODE_10332_length_2375_cov_53.596438_g4603_i0.p2","ko:_1","K00002",NA
"NODE_10332_length_2375_cov_53.596438_g4603_i0.p1","ko:_1","K00002",NA
"NODE_10333_length_2375_cov_44.709818_g3518_i1.p1","ko:_1","K20781",NA
"NODE_10335_length_2375_cov_23.590356_g4604_i0.p2","ko:_1","K00441",NA
"NODE_10335_length_2375_cov_23.590356_g4604_i0.p2","ko:_2","K18010",NA
"NODE_10338_length_2374_cov_4788.403738_g131_i16.p2","ko:_1","K01382",NA
"NODE_10338_length_2374_cov_4788.403738_g131_i16.p2","ko:_2","K06002",NA
"NODE_10339_length_2374_cov_328.170361_g95_i27.p1","ko:_1","K09490",NA
"NODE_10339_length_2374_cov_328.170361_g95_i27.p1","ko:_2","K17263",NA
"NODE_1033_length_4710_cov_14.841277_g209_i1.p1","ko:_1","K10595",NA
"NODE_10345_length_2374_cov_42.053020_g2772_i5.p3","ko:_1","K09313",NA
"NODE_10347_length_2374_cov_37.326814_g4225_i1.p1","ko:_1","K00472",NA
"NODE_10348_length_2374_cov_30.033464_g4607_i0.p1","ko:_1","K15014",NA
"NODE_10348_length_2374_cov_30.033464_g4607_i0.p3","ko:_1","K15014",NA
"NODE_10348_length_2374_cov_30.033464_g4607_i0.p3","ko:_2","K17544",NA
"NODE_10352_length_2374_cov_6.268579_g4611_i0.p1","ko:_1","K01193",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p1","ko:_1","K00963",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p1","ko:_2","K02183",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p1","ko:_3","K13448",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p3","ko:_1","K00963",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p3","ko:_2","K02183",NA
"NODE_10353_length_2373_cov_125.913913_g3859_i1.p3","ko:_3","K13448",NA
"NODE_10354_length_2373_cov_63.754783_g4612_i0.p3","ko:_1","K11434",NA
"NODE_10354_length_2373_cov_63.754783_g4612_i0.p3","ko:_2","K11436",NA
"NODE_10354_length_2373_cov_63.754783_g4612_i0.p1","ko:_1","K11434",NA
"NODE_10354_length_2373_cov_63.754783_g4612_i0.p1","ko:_2","K11436",NA
"NODE_10357_length_2373_cov_34.230435_g4613_i0.p1","ko:_1","K07561",NA
"NODE_10358_length_2373_cov_26.596522_g4614_i0.p2","ko:_1","K14569",NA
"NODE_10358_length_2373_cov_26.596522_g4614_i0.p2","ko:_2","K15009",NA
"NODE_10359_length_2373_cov_24.785217_g4615_i0.p1","ko:_1","K01113",NA
"NODE_10360_length_2373_cov_13.027391_g4616_i0.p1","ko:_1","K19219",NA
"NODE_10361_length_2373_cov_12.544348_g2823_i1.p2","ko:_1","K05531",NA
"NODE_10361_length_2373_cov_12.544348_g2823_i1.p2","ko:_2","K08238",NA
"NODE_10361_length_2373_cov_12.544348_g2823_i1.p3","ko:_1","K05531",NA
"NODE_10361_length_2373_cov_12.544348_g2823_i1.p3","ko:_2","K08238",NA
"NODE_10365_length_2372_cov_52.603306_g3051_i1.p1","ko:_1","K01887",NA
"NODE_10366_length_2372_cov_40.261853_g4300_i1.p2","ko:_1","K11121",NA
"NODE_10366_length_2372_cov_40.261853_g4300_i1.p2","ko:_2","K11412",NA
"NODE_10366_length_2372_cov_40.261853_g4300_i1.p1","ko:_1","K11121",NA
"NODE_10366_length_2372_cov_40.261853_g4300_i1.p1","ko:_2","K11412",NA
"NODE_10368_length_2372_cov_20.872553_g4020_i2.p1","ko:_1","K03190",NA
"NODE_10369_length_2372_cov_16.986951_g4618_i0.p3","ko:_1","K11323",NA
"NODE_1036_length_4708_cov_37.515426_g455_i0.p5","ko:_1","K09527",NA
"NODE_10372_length_2371_cov_731.650131_g1886_i3.p1","ko:_1","K14286",NA
"NODE_10373_length_2371_cov_185.936902_g3963_i1.p1","ko:_1","K03004",NA
"NODE_10375_length_2371_cov_59.933856_g4621_i0.p1","ko:_1","K08790",NA
"NODE_10375_length_2371_cov_59.933856_g4621_i0.p1","ko:_2","K20069",NA
"NODE_10383_length_2371_cov_10.035248_g4627_i0.p1","ko:_1","K22377",NA
"NODE_10384_length_2370_cov_4894.154114_g2787_i4.p2","ko:_1","K04079",NA
"NODE_10384_length_2370_cov_4894.154114_g2787_i4.p5","ko:_1","K04079",NA
"NODE_10386_length_2370_cov_85.228994_g4628_i0.p1","ko:_1","K02084",NA
"NODE_10386_length_2370_cov_85.228994_g4628_i0.p1","ko:_2","K03363",NA
"NODE_10386_length_2370_cov_85.228994_g4628_i0.p1","ko:_3","K05546",NA
"NODE_10386_length_2370_cov_85.228994_g4628_i0.p1","ko:_4","K06709",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p5","ko:_1","K07300",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p5","ko:_2","K08286",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p5","ko:_3","K11699",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p5","ko:_4","K12619",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p5","ko:_5","K20404",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p1","ko:_1","K07300",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p1","ko:_2","K08286",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p1","ko:_3","K11699",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p1","ko:_4","K12619",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p1","ko:_5","K20404",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p3","ko:_1","K07300",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p3","ko:_2","K08286",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p3","ko:_3","K11699",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p3","ko:_4","K12619",NA
"NODE_10387_length_2370_cov_79.255986_g4629_i0.p3","ko:_5","K20404",NA
"NODE_10388_length_2370_cov_54.703091_g4630_i0.p3","ko:_1","K11422",NA
"NODE_10388_length_2370_cov_54.703091_g4630_i0.p3","ko:_2","K11446",NA
"NODE_10388_length_2370_cov_54.703091_g4630_i0.p2","ko:_1","K11422",NA
"NODE_10388_length_2370_cov_54.703091_g4630_i0.p2","ko:_2","K11446",NA
"NODE_10390_length_2370_cov_40.769700_g158_i6.p1","ko:_1","K11416",NA
"NODE_10390_length_2370_cov_40.769700_g158_i6.p1","ko:_2","K11417",NA
"NODE_10395_length_2370_cov_28.291249_g3041_i3.p1","ko:_1","K00771",NA
"NODE_10396_length_2370_cov_22.850239_g2801_i3.p1","ko:_1","K20782",NA
"NODE_10398_length_2369_cov_681.094077_g2566_i7.p1","ko:_1","K10956",NA
"NODE_10399_length_2369_cov_88.229530_g4632_i0.p1","ko:_1","K01886",NA
"NODE_1039_length_4707_cov_6.268666_g456_i0.p1","ko:_1","K22148",NA
"NODE_10405_length_2369_cov_25.570557_g4636_i0.p1","ko:_1","K18097",NA
"NODE_10409_length_2368_cov_108.845752_g4638_i0.p1","ko:_1","K07755",NA
"NODE_1040_length_4706_cov_74.133823_g136_i2.p2","ko:_1","K00472",NA
"NODE_1040_length_4706_cov_74.133823_g136_i2.p2","ko:_2","K11136",NA
"NODE_1040_length_4706_cov_74.133823_g136_i2.p1","ko:_1","K04345",NA
"NODE_1040_length_4706_cov_74.133823_g136_i2.p1","ko:_2","K13303",NA
"NODE_10410_length_2368_cov_84.962963_g4639_i0.p1","ko:_1","K00387",NA
"NODE_10412_length_2368_cov_23.472767_g633_i2.p2","ko:_1","K08332",NA
"NODE_10412_length_2368_cov_23.472767_g633_i2.p1","ko:_1","K07735",NA
"NODE_10413_length_2368_cov_17.827451_g4640_i0.p1","ko:_1","K04638",NA
"NODE_10413_length_2368_cov_17.827451_g4640_i0.p3","ko:_1","K07934",NA
"NODE_10414_length_2368_cov_7.388671_g4641_i0.p1","ko:_1","K05857",NA
"NODE_10417_length_2367_cov_128.801656_g4642_i0.p2","ko:_1","K03798",NA
"NODE_10419_length_2367_cov_83.266783_g4643_i0.p3","ko:_1","K18442",NA
"NODE_10419_length_2367_cov_83.266783_g4643_i0.p2","ko:_1","K18442",NA
"NODE_10421_length_2367_cov_58.713165_g2285_i2.p1","ko:_1","K11844",NA
"NODE_10424_length_2367_cov_33.800785_g2505_i1.p1","ko:_1","K21773",NA
"NODE_10426_length_2367_cov_28.284656_g4645_i0.p1","ko:_1","K01137",NA
"NODE_10428_length_2367_cov_18.532694_g4647_i0.p1","ko:_1","K02515",NA
"NODE_10428_length_2367_cov_18.532694_g4647_i0.p1","ko:_2","K07198",NA
"NODE_10428_length_2367_cov_18.532694_g4647_i0.p1","ko:_3","K08797",NA
"NODE_10431_length_2366_cov_86.660270_g4649_i0.p1","ko:_1","K03108",NA
"NODE_10433_length_2366_cov_72.925861_g3819_i2.p1","ko:_1","K11159",NA
"NODE_10433_length_2366_cov_72.925861_g3819_i2.p2","ko:_1","K11159",NA
"NODE_10434_length_2366_cov_44.201919_g3959_i2.p1","ko:_1","K14403",NA
"NODE_10435_length_2366_cov_36.463585_g4173_i1.p2","ko:_1","K20782",NA
"NODE_10435_length_2366_cov_36.463585_g4173_i1.p3","ko:_1","K20782",NA
"NODE_10437_length_2366_cov_23.892717_g2343_i2.p1","ko:_1","K10614",NA
"NODE_10439_length_2366_cov_12.608809_g4652_i0.p1","ko:_1","K01210",NA
"NODE_1043_length_4704_cov_36.621464_g379_i1.p1","ko:_1","K01110",NA
"NODE_1043_length_4704_cov_36.621464_g379_i1.p1","ko:_2","K03065",NA
"NODE_10440_length_2365_cov_80.956806_g4653_i0.p1","ko:_1","K16302",NA
"NODE_10440_length_2365_cov_80.956806_g4653_i0.p2","ko:_1","K16302",NA
"NODE_10442_length_2364_cov_100.718464_g3913_i1.p1","ko:_1","K01304",NA
"NODE_10442_length_2364_cov_100.718464_g3913_i1.p1","ko:_2","K15013",NA
"NODE_10444_length_2364_cov_51.047141_g4654_i0.p2","ko:_1","K08994",NA
"NODE_10445_length_2364_cov_48.278045_g1924_i1.p4","ko:_1","K08517",NA
"NODE_10445_length_2364_cov_48.278045_g1924_i1.p2","ko:_1","K01595",NA
"NODE_10446_length_2364_cov_46.443474_g4369_i1.p2","ko:_1","K10738",NA
"NODE_10446_length_2364_cov_46.443474_g4369_i1.p2","ko:_2","K16766",NA
"NODE_10446_length_2364_cov_46.443474_g4369_i1.p4","ko:_1","K10738",NA
"NODE_10446_length_2364_cov_46.443474_g4369_i1.p4","ko:_2","K16766",NA
"NODE_10447_length_2364_cov_45.698821_g4655_i0.p1","ko:_1","K15031",NA
"NODE_10447_length_2364_cov_45.698821_g4655_i0.p1","ko:_2","K15032",NA
"NODE_10450_length_2364_cov_40.553034_g2802_i3.p4","ko:_1","K00715",NA
"NODE_10450_length_2364_cov_40.553034_g2802_i3.p4","ko:_2","K03766",NA
"NODE_10452_length_2364_cov_20.464863_g4656_i0.p3","ko:_1","K04730",NA
"NODE_10452_length_2364_cov_20.464863_g4656_i0.p1","ko:_1","K04730",NA
"NODE_10453_length_2364_cov_20.140986_g4657_i0.p1","ko:_1","K00645",NA
"NODE_10454_length_2364_cov_4.267132_g4658_i0.p1","ko:_1","K00123",NA
"NODE_10455_length_2363_cov_361.774236_g4659_i0.p1","ko:_1","K02148",NA
"NODE_10456_length_2363_cov_250.264192_g1415_i2.p2","ko:_1","K01885",NA
"NODE_10456_length_2363_cov_250.264192_g1415_i2.p2","ko:_2","K01886",NA
"NODE_10457_length_2363_cov_185.081223_g2825_i1.p1","ko:_1","K03545",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_1","K00495",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_2","K00512",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_3","K07408",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_4","K07418",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_5","K11868",NA
"NODE_10460_length_2363_cov_98.528384_g4661_i0.p3","ko:_6","K20617",NA
"NODE_10461_length_2363_cov_51.696070_g1210_i3.p1","ko:_1","K04730",NA
"NODE_10464_length_2363_cov_24.382096_g3116_i2.p2","ko:_1","K01186",NA
"NODE_10466_length_2362_cov_144.151158_g3871_i1.p1","ko:_1","K00615",NA
"NODE_10466_length_2362_cov_144.151158_g3871_i1.p1","ko:_2","K01662",NA
"NODE_10473_length_2361_cov_151.543706_g4667_i0.p1","ko:_1","K10147",NA
"NODE_10474_length_2361_cov_125.342657_g2415_i4.p1","ko:_1","K12400",NA
"NODE_10474_length_2361_cov_125.342657_g2415_i4.p1","ko:_2","K20164",NA
"NODE_10479_length_2361_cov_24.026661_g3007_i1.p1","ko:_1","K11251",NA
"NODE_1047_length_4695_cov_62.643228_g429_i1.p1","ko:_1","K06811",NA
"NODE_1047_length_4695_cov_62.643228_g429_i1.p1","ko:_2","K10779",NA
"NODE_1047_length_4695_cov_62.643228_g429_i1.p1","ko:_3","K10875",NA
"NODE_1047_length_4695_cov_62.643228_g429_i1.p1","ko:_4","K10877",NA
"NODE_10483_length_2360_cov_76.869698_g4671_i0.p1","ko:_1","K03083",NA
"NODE_10483_length_2360_cov_76.869698_g4671_i0.p2","ko:_1","K03083",NA
"NODE_10493_length_2359_cov_151.374891_g3763_i1.p1","ko:_1","K04508",NA
"NODE_10493_length_2359_cov_151.374891_g3763_i1.p4","ko:_1","K04508",NA
"NODE_10496_length_2359_cov_75.904637_g948_i2.p1","ko:_1","K01279",NA
"NODE_1049_length_4690_cov_22.212042_g201_i3.p2","ko:_1","K03515",NA
"NODE_10503_length_2359_cov_23.426947_g4550_i1.p1","ko:_1","K09667",NA
"NODE_10504_length_2359_cov_22.222222_g4681_i0.p2","ko:_1","K04345",NA
"NODE_10504_length_2359_cov_22.222222_g4681_i0.p2","ko:_2","K07376",NA
"NODE_10506_length_2359_cov_5.586177_g4683_i0.p1","ko:_1","K13667",NA
"NODE_10508_length_2358_cov_99.923851_g1835_i1.p3","ko:_1","K04345",NA
"NODE_10508_length_2358_cov_99.923851_g1835_i1.p3","ko:_2","K07376",NA
"NODE_10508_length_2358_cov_99.923851_g1835_i1.p3","ko:_3","K19477",NA
"NODE_10508_length_2358_cov_99.923851_g1835_i1.p3","ko:_4","K19584",NA
"NODE_1050_length_4688_cov_58.658938_g429_i2.p1","ko:_1","K06811",NA
"NODE_1050_length_4688_cov_58.658938_g429_i2.p1","ko:_2","K10779",NA
"NODE_1050_length_4688_cov_58.658938_g429_i2.p1","ko:_3","K10875",NA
"NODE_1050_length_4688_cov_58.658938_g429_i2.p1","ko:_4","K10877",NA
"NODE_10510_length_2358_cov_69.077024_g1624_i2.p1","ko:_1","K11971",NA
"NODE_10511_length_2358_cov_64.633698_g4685_i0.p2","ko:_1","K12400",NA
"NODE_10513_length_2358_cov_51.407440_g2719_i1.p1","ko:_1","K20165",NA
"NODE_10514_length_2358_cov_49.729540_g4687_i0.p1","ko:_1","K01487",NA
"NODE_10515_length_2358_cov_40.800000_g2751_i3.p1","ko:_1","K21919",NA
"NODE_1051_length_4687_cov_13.482445_g461_i0.p4","ko:_1","K03514",NA
"NODE_1051_length_4687_cov_13.482445_g461_i0.p1","ko:_1","K03514",NA
"NODE_10520_length_2358_cov_25.476586_g2340_i2.p1","ko:_1","K01188",NA
"NODE_10521_length_2358_cov_16.053829_g1092_i2.p5","ko:_1","K14801",NA
"NODE_10522_length_2358_cov_15.995186_g4691_i0.p1","ko:_1","K09858",NA
"NODE_10524_length_2357_cov_159.646235_g1864_i2.p1","ko:_1","K01641",NA
"NODE_10526_length_2357_cov_47.359457_g4693_i0.p1","ko:_1","K10846",NA
"NODE_10529_length_2357_cov_22.306042_g4695_i0.p3","ko:_1","K20163",NA
"NODE_10529_length_2357_cov_22.306042_g4695_i0.p1","ko:_1","K20163",NA
"NODE_10530_length_2357_cov_16.359019_g4405_i1.p1","ko:_1","K10465",NA
"NODE_10531_length_2357_cov_13.336690_g4696_i0.p1","ko:_1","K15627",NA
"NODE_10532_length_2357_cov_8.322680_g4697_i0.p1","ko:_1","K17613",NA
"NODE_10533_length_2356_cov_473.144547_g4698_i0.p1","ko:_1","K03265",NA
"NODE_10539_length_2356_cov_32.879982_g4329_i1.p1","ko:_1","K16329",NA
"NODE_10539_length_2356_cov_32.879982_g4329_i1.p1","ko:_2","K16330",NA
"NODE_1053_length_4685_cov_394.502602_g462_i0.p1","ko:_1","K00548",NA
"NODE_1053_length_4685_cov_394.502602_g462_i0.p2","ko:_1","K00548",NA
"NODE_10542_length_2355_cov_271.287905_g1799_i2.p1","ko:_1","K20471",NA
"NODE_10543_length_2355_cov_253.679229_g2619_i4.p1","ko:_1","K00001",NA
"NODE_10545_length_2355_cov_106.928133_g4704_i0.p2","ko:_1","K01265",NA
"NODE_10548_length_2355_cov_104.826906_g3033_i1.p1","ko:_1","K12822",NA
"NODE_10549_length_2355_cov_71.836547_g4383_i1.p2","ko:_1","K11438",NA
"NODE_10549_length_2355_cov_71.836547_g4383_i1.p2","ko:_2","K19737",NA
"NODE_10549_length_2355_cov_71.836547_g4383_i1.p5","ko:_1","K11438",NA
"NODE_10549_length_2355_cov_71.836547_g4383_i1.p5","ko:_2","K19737",NA
"NODE_1054_length_4685_cov_202.207719_g432_i1.p1","ko:_1","K03235",NA
"NODE_1054_length_4685_cov_202.207719_g432_i1.p1","ko:_2","K19759",NA
"NODE_1054_length_4685_cov_202.207719_g432_i1.p5","ko:_1","K03235",NA
"NODE_1054_length_4685_cov_202.207719_g432_i1.p5","ko:_2","K19759",NA
"NODE_10554_length_2355_cov_25.179229_g4707_i0.p1","ko:_1","K21737",NA
"NODE_10557_length_2355_cov_13.669150_g4627_i1.p1","ko:_1","K22377",NA
"NODE_10559_length_2354_cov_110.654537_g4321_i1.p1","ko:_1","K18684",NA
"NODE_1055_length_4682_cov_38.000217_g76_i2.p1","ko:_1","K01768",NA
"NODE_10560_length_2354_cov_94.270934_g4710_i0.p2","ko:_1","K03695",NA
"NODE_10560_length_2354_cov_94.270934_g4710_i0.p4","ko:_1","K03695",NA
"NODE_10562_length_2354_cov_36.327050_g1293_i3.p2","ko:_1","K05928",NA
"NODE_10562_length_2354_cov_36.327050_g1293_i3.p2","ko:_2","K18534",NA
"NODE_10562_length_2354_cov_36.327050_g1293_i3.p1","ko:_1","K05928",NA
"NODE_10562_length_2354_cov_36.327050_g1293_i3.p1","ko:_2","K18534",NA
"NODE_10563_length_2354_cov_26.359491_g3098_i1.p2","ko:_1","K07300",NA
"NODE_10563_length_2354_cov_26.359491_g3098_i1.p2","ko:_2","K08051",NA
"NODE_10565_length_2353_cov_883.418421_g11_i27.p2","ko:_1","K03258",NA
"NODE_10567_length_2353_cov_283.078509_g2796_i3.p1","ko:_1","K17757",NA
"NODE_10569_length_2353_cov_123.072807_g2688_i2.p1","ko:_1","K01847",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p1","ko:_1","K06811",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p1","ko:_2","K10779",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p1","ko:_3","K10875",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p1","ko:_4","K10877",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p2","ko:_1","K03168",NA
"NODE_1056_length_4680_cov_86.331235_g463_i0.p2","ko:_2","K04459",NA
"NODE_10573_length_2352_cov_436.331724_g4586_i1.p1","ko:_1","K07513",NA
"NODE_10573_length_2352_cov_436.331724_g4586_i1.p1","ko:_2","K10527",NA
"NODE_10574_length_2352_cov_285.772707_g206_i10.p1","ko:_1","K01183",NA
"NODE_10575_length_2352_cov_214.739798_g3790_i1.p1","ko:_1","K21919",NA
"NODE_10576_length_2352_cov_52.885476_g3107_i2.p1","ko:_1","K19944",NA
"NODE_10577_length_2352_cov_45.071523_g4714_i0.p2","ko:_1","K01166",NA
"NODE_10579_length_2352_cov_17.626152_g4715_i0.p1","ko:_1","K14445",NA
"NODE_10579_length_2352_cov_17.626152_g4715_i0.p2","ko:_1","K14445",NA
"NODE_1057_length_4679_cov_314.739036_g63_i5.p2","ko:_1","K19612",NA
"NODE_10580_length_2351_cov_127.282704_g4716_i0.p1","ko:_1","K03167",NA
"NODE_10581_length_2351_cov_92.754170_g4717_i0.p1","ko:_1","K12850",NA
"NODE_10583_length_2351_cov_34.375329_g4719_i0.p1","ko:_1","K13116",NA
"NODE_10585_length_2351_cov_20.255487_g4721_i0.p2","ko:_1","K11594",NA
"NODE_10585_length_2351_cov_20.255487_g4721_i0.p2","ko:_2","K16911",NA
"NODE_10585_length_2351_cov_20.255487_g4721_i0.p3","ko:_1","K12823",NA
"NODE_10589_length_2350_cov_57.847606_g4724_i0.p1","ko:_1","K14537",NA
"NODE_10589_length_2350_cov_57.847606_g4724_i0.p1","ko:_2","K16474",NA
"NODE_10591_length_2350_cov_25.642512_g4726_i0.p5","ko:_1","K01134",NA
"NODE_10591_length_2350_cov_25.642512_g4726_i0.p1","ko:_1","K01134",NA
"NODE_10593_length_2350_cov_9.555116_g4728_i0.p2","ko:_1","K18457",NA
"NODE_10594_length_2350_cov_9.374177_g2599_i3.p1","ko:_1","K00544",NA
"NODE_10594_length_2350_cov_9.374177_g2599_i3.p1","ko:_2","K00547",NA
"NODE_10594_length_2350_cov_9.374177_g2599_i3.p1","ko:_3","K08853",NA
"NODE_10594_length_2350_cov_9.374177_g2599_i3.p1","ko:_4","K17759",NA
"NODE_10595_length_2349_cov_2256.895431_g2698_i1.p2","ko:_1","K00255",NA
"NODE_10595_length_2349_cov_2256.895431_g2698_i1.p1","ko:_1","K00255",NA
"NODE_10596_length_2349_cov_230.667838_g4729_i0.p3","ko:_1","K03320",NA
"NODE_10596_length_2349_cov_230.667838_g4729_i0.p4","ko:_1","K03320",NA
"NODE_10596_length_2349_cov_230.667838_g4729_i0.p6","ko:_1","K03320",NA
"NODE_10597_length_2349_cov_205.555800_g477_i4.p4","ko:_1","K06636",NA
"NODE_10597_length_2349_cov_205.555800_g477_i4.p8","ko:_1","K06636",NA
"NODE_10598_length_2349_cov_201.675308_g4346_i1.p1","ko:_1","K00478",NA
"NODE_10598_length_2349_cov_201.675308_g4346_i1.p1","ko:_2","K11449",NA
"NODE_10598_length_2349_cov_201.675308_g4346_i1.p1","ko:_3","K15601",NA
"NODE_1059_length_4679_cov_46.694529_g377_i1.p2","ko:_1","K05643",NA
"NODE_1059_length_4679_cov_46.694529_g377_i1.p8","ko:_1","K15121",NA
"NODE_105_length_7409_cov_29.928435_g43_i0.p4","ko:_1","K15551",NA
"NODE_10601_length_2349_cov_51.752636_g4731_i0.p1","ko:_1","K03301",NA
"NODE_10601_length_2349_cov_51.752636_g4731_i0.p4","ko:_1","K03301",NA
"NODE_10607_length_2348_cov_419.928352_g4028_i1.p1","ko:_1","K01652",NA
"NODE_10607_length_2348_cov_419.928352_g4028_i1.p4","ko:_1","K01652",NA
"NODE_10610_length_2348_cov_60.689670_g4075_i1.p1","ko:_1","K22282",NA
"NODE_10610_length_2348_cov_60.689670_g4075_i1.p2","ko:_1","K22282",NA
"NODE_10612_length_2348_cov_52.121758_g4065_i1.p2","ko:_1","K11446",NA
"NODE_10612_length_2348_cov_52.121758_g4065_i1.p1","ko:_1","K11446",NA
"NODE_10613_length_2348_cov_42.635165_g3842_i1.p1","ko:_1","K14026",NA
"NODE_10617_length_2348_cov_24.241319_g4737_i0.p1","ko:_1","K09536",NA
"NODE_10618_length_2348_cov_20.863297_g4738_i0.p1","ko:_1","K02738",NA
"NODE_10618_length_2348_cov_20.863297_g4738_i0.p1","ko:_2","K06316",NA
"NODE_10618_length_2348_cov_20.863297_g4738_i0.p1","ko:_3","K11369",NA
"NODE_10621_length_2347_cov_116.357960_g4740_i0.p3","ko:_1","K10147",NA
"NODE_10621_length_2347_cov_116.357960_g4740_i0.p3","ko:_2","K17506",NA
"NODE_10621_length_2347_cov_116.357960_g4740_i0.p2","ko:_1","K10147",NA
"NODE_10621_length_2347_cov_116.357960_g4740_i0.p2","ko:_2","K17506",NA
"NODE_10623_length_2347_cov_68.483289_g3543_i1.p1","ko:_1","K08596",NA
"NODE_10624_length_2347_cov_53.137643_g4742_i0.p1","ko:_1","K03685",NA
"NODE_10627_length_2347_cov_41.733509_g2446_i2.p1","ko:_1","K20899",NA
"NODE_10628_length_2347_cov_41.537379_g2446_i3.p1","ko:_1","K20899",NA
"NODE_10631_length_2347_cov_31.470097_g2801_i4.p3","ko:_1","K20782",NA
"NODE_10635_length_2346_cov_583.421909_g4351_i1.p1","ko:_1","K02144",NA
"NODE_10636_length_2346_cov_180.995601_g4749_i0.p3","ko:_1","K00670",NA
"NODE_10636_length_2346_cov_180.995601_g4749_i0.p3","ko:_2","K03549",NA
"NODE_10637_length_2346_cov_88.384514_g3834_i1.p1","ko:_1","K21362",NA
"NODE_10638_length_2346_cov_45.619886_g4750_i0.p1","ko:_1","K02366",NA
"NODE_10638_length_2346_cov_45.619886_g4750_i0.p1","ko:_2","K02368",NA
"NODE_10638_length_2346_cov_45.619886_g4750_i0.p1","ko:_3","K21988",NA
"NODE_10641_length_2346_cov_27.245491_g4344_i1.p1","ko:_1","K05663",NA
